"subj_code","condition","desktop_conf","attent_conf","intro_check","structure","first_object","test_statement_type","test_statement","learn_check_left","learn_check_right","statement_rating","timing_check","recorded_at","age","gender","tech_issues","timing_check_correct","learning_check_left_correct","learning_check_right_correct","learning_check_correct"
"vmE1efuemNCt",13,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","trigger_first","The right male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The right male swam to the female first.","2024-01-10 06:53:11",31,"1: male","No errors when participating in the studies","correct","correct","correct","correct"
"XmYtsJK4NhST",11,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","maintainer_first","The left male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",7,"The left male swam to the female first.","2024-01-10 06:53:19",43,"1: male",NA,"correct","correct","correct","correct"
"ZjoEIVoFgWWM",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","maintainer_second","The right male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The left male swam to the female first.","2024-01-10 06:53:36",23,"1: male",NA,"correct","correct","correct","correct"
"qAzG1aKjB11q",3,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","maintainer_first","The left male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The left male swam to the female first.","2024-01-10 06:53:49",58,"1: male","not at all","correct","correct","correct","correct"
"mW1bjGiKI5M2",12,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","maintainer_second","The right male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The left male swam to the female first.","2024-01-10 06:54:01",76,"2: female","No errors and no technical issues or layout problems.  Everything in the study went well and was problem free, thank you.","correct","correct","correct","correct"
"MymUvSYeCWUT",11,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","maintainer_first","The left male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",0,"The left male swam to the female first.","2024-01-10 06:54:07",47,"1: male","No errors were noticed at all during the study.","correct","correct","correct","correct"
"Lw9ur8SCm8n2",9,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","trigger_first","The left male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The left male swam to the female first.","2024-01-10 06:54:10",39,"1: male",NA,"correct","correct","correct","correct"
"8fhHvHB42aEG",16,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","maintainer_second","The left male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The right male swam to the female first.","2024-01-10 06:54:29",26,"2: female","No errors for me!","correct","correct","correct","correct"
"uDqqcFbCR1Vr",14,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","trigger_second","The left male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The right male swam to the female first.","2024-01-10 06:54:50",33,"2: female",NA,"correct","correct","correct","correct"
"aeY7NTS7q0fc",2,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","trigger_second","The right male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The left male swam to the female first.","2024-01-10 06:55:48",32,"1: male","everything went well, no errors.","correct","correct","correct","correct"
"pUnk4Euuuc6v",8,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","maintainer_second","The left male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",1,"The right male swam to the female first.","2024-01-10 06:56:39",36,"2: female",NA,"correct","correct","correct","correct"
"jTPf9siBJM03",14,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","trigger_second","The left male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",5,"The right male swam to the female first.","2024-01-10 06:56:39",29,"1: male","No errors","correct","correct","correct","correct"
"JRpGp2edkt0K",15,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","maintainer_first","The right male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The right male swam to the female first.","2024-01-10 06:56:46",33,"1: male","The study is awesome ","correct","correct","incorrect","incorrect"
"DqW1G1dDHobT",7,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","maintainer_first","The right male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The right male swam to the female first.","2024-01-10 06:57:14",38,"1: male","I did not encounter any error during the study","correct","correct","correct","correct"
"YcMjBGn5B5H7",2,"1: I confirm","1: I will take it seriously","1: A little squid swam from the left to the right.","irreversible","left","trigger_second","The right male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",2,"The left male swam to the female first.","2024-01-10 07:01:11",48,"1: male","Everything appeared normal.","correct","correct","correct","correct"
"ZyrpzAPwd454",6,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","trigger_second","The left male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The right male swam to the female first.","2024-01-10 07:20:53",35,"2: female","l faced no errors at all","correct","correct","correct","correct"
"VKhn3CTGYFwp",15,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","maintainer_first","The right male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",1,"The right male swam to the female first.","2024-01-10 07:43:21",39,"1: male",NA,"correct","correct","correct","correct"
"eXTkdPZPq3Ds",9,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","trigger_first","The left male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The left male swam to the female first.","2024-01-10 07:43:28",35,"1: male",NA,"correct","correct","correct","correct"
"Tt6s5Z823k8s",5,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","trigger_first","The right male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",1,"The right male swam to the female first.","2024-01-10 07:43:29",59,"1: male","none","correct","correct","correct","correct"
"pc0dt9OlQ7kv",13,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","trigger_first","The right male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The right male swam to the female first.","2024-01-10 07:43:29",51,"1: male",NA,"correct","correct","correct","correct"
"WdL02CYT4s14",2,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","trigger_second","The right male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",2,"The left male swam to the female first.","2024-01-10 07:43:32",23,"1: male",NA,"correct","correct","correct","correct"
"MkgtamRnpJpO",12,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","maintainer_second","The right male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",8,"The left male swam to the female first.","2024-01-10 07:43:32",22,"1: male",NA,"correct","correct","correct","correct"
"HGNBRG4owKFL",11,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","maintainer_first","The left male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",2,"The left male swam to the female first.","2024-01-10 07:43:37",54,"2: female",NA,"correct","correct","correct","correct"
"TmzStRxYR6Hv",16,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","maintainer_second","The left male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The right male swam to the female first.","2024-01-10 07:43:37",34,"1: male","none","correct","correct","correct","correct"
"9VM6rcWt1zEg",1,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","trigger_first","The left male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The left male swam to the female first.","2024-01-10 07:43:42",32,"1: male","nill","correct","correct","correct","correct"
"rlYepAvko8nj",6,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","trigger_second","The left male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The right male swam to the female first.","2024-01-10 07:43:42",41,"1: male","no errors","correct","correct","correct","correct"
"PwgYay6wncWn",3,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","maintainer_first","The left male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",5,"The left male swam to the female first.","2024-01-10 07:43:43",55,"2: female",NA,"correct","correct","correct","correct"
"ol8gSSXfMpNA",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","maintainer_second","The right male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The left male swam to the female first.","2024-01-10 07:43:47",33,"1: male","Everything worked perfectly.","correct","correct","correct","correct"
"qGjA1IpNmowB",8,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","maintainer_second","The left male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",2,"The right male swam to the female first.","2024-01-10 07:43:47",45,"2: female","na","correct","correct","correct","correct"
"5pPEGeqYNbNi",10,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","trigger_second","The right male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The left male swam to the female first.","2024-01-10 07:43:47",54,"2: female",NA,"correct","correct","correct","correct"
"8VLOWKpkDONU",7,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","maintainer_first","The right male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",5,"The right male swam to the female first.","2024-01-10 07:43:49",45,"2: female",NA,"correct","correct","correct","correct"
"1d4aJL4CmqJD",7,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","maintainer_first","The right male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",9,"The right male swam to the female first.","2024-01-10 07:43:50",35,"2: female","no technical issues experienced during the study.","correct","correct","correct","correct"
"oz78Ne9X7HPU",9,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","trigger_first","The left male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The left male swam to the female first.","2024-01-10 07:43:51",29,"1: male",NA,"correct","correct","correct","correct"
"ajbpgjfVoVoG",15,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","maintainer_first","The right male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",0,"The right male swam to the female first.","2024-01-10 07:43:51",29,"1: male","n/a","correct","correct","correct","correct"
"BmJf7Cgc0z7q",10,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","trigger_second","The right male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",8,"The left male swam to the female first.","2024-01-10 07:43:52",38,"1: male",NA,"correct","correct","correct","correct"
"57EFs2rjYekT",2,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","trigger_second","The right male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",2,"The left male swam to the female first.","2024-01-10 07:43:53",44,"2: female",NA,"correct","correct","correct","correct"
"8dnW2YlqT2sJ",3,"1: I confirm","1: I will take it seriously","1: A little squid swam from the left to the right.","irreversible","left","maintainer_first","The left male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The left male swam to the female first.","2024-01-10 07:43:57",57,"2: female",NA,"correct","correct","correct","correct"
"Kc8Jj2nPNEp2",12,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","maintainer_second","The right male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The left male swam to the female first.","2024-01-10 07:44:02",29,"1: male",NA,"correct","correct","correct","correct"
"bZeRVPaAHAQZ",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","maintainer_second","The right male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",2,"The left male swam to the female first.","2024-01-10 07:44:03",44,"2: female","I did not come across any errors during this study.","correct","correct","correct","correct"
"WwIvTGguOzxv",5,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","trigger_first","The right male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The right male swam to the female first.","2024-01-10 07:44:04",24,"1: male","NONE","correct","correct","correct","correct"
"CEDi8OmS3TPC",11,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","maintainer_first","The left male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",2,"The left male swam to the female first.","2024-01-10 07:44:07",22,"1: male",NA,"correct","correct","correct","correct"
"Nxg2J1w1dveP",14,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","trigger_second","The left male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",5,"The right male swam to the female first.","2024-01-10 07:44:09",53,"2: female","No errors.","correct","correct","correct","correct"
"hHBJTVzpZEQx",16,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","maintainer_second","The left male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",9,"The right male swam to the female first.","2024-01-10 07:44:11",54,"2: female",NA,"correct","correct","correct","correct"
"HxBinKIo8mOH",1,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","trigger_first","The left male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",3,"The right male swam to the female first.","2024-01-10 07:44:14",38,"1: male","No errors","incorrect","correct","correct","correct"
"MoV1wuJ3JE1s",6,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","trigger_second","The left male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The right male swam to the female first.","2024-01-10 07:44:18",27,"2: female",NA,"correct","correct","correct","correct"
"uM18qC81v7Cv",7,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","maintainer_first","The right male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",5,"The right male swam to the female first.","2024-01-10 07:44:24",25,"1: male","No comments.","correct","correct","correct","correct"
"KB5Ii1urszY7",1,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","trigger_first","The left male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The left male swam to the female first.","2024-01-10 07:44:40",43,"1: male","none","correct","correct","correct","correct"
"0a1rNcQV9WoS",10,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","trigger_second","The right male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",5,"The left male swam to the female first.","2024-01-10 07:45:02",29,"2: female","Nope, everything worked perfectly! Thanks!","correct","correct","correct","correct"
"5vF8pOw4hSUc",3,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","maintainer_first","The left male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",9,"The left male swam to the female first.","2024-01-10 07:45:04",24,"2: female",NA,"correct","correct","correct","correct"
"knQQFIGszwRO",16,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","maintainer_second","The left male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The right male swam to the female first.","2024-01-10 07:45:34",46,"2: female","the 2nd annimation did not work, I just took a guess","correct","correct","incorrect","incorrect"
"Ep1S5MQxuXzm",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","maintainer_second","The right male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The left male swam to the female first.","2024-01-10 07:45:54",42,"2: female","no errors or issues","correct","correct","correct","correct"
"Bf7BSELiIEsM",11,"1: I confirm","1: I will take it seriously","1: A little squid swam from the left to the right.","reversible","left","maintainer_first","The left male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",7,"The left male swam to the female first.","2024-01-10 07:47:21",38,"1: male",NA,"correct","incorrect","correct","incorrect"
"mVXszsQ4qaJY",2,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","trigger_second","The right male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",7,"The left male swam to the female first.","2024-01-10 07:49:05",20,"2: female","none","correct","incorrect","incorrect","incorrect"
"tLbbXn3nuSu9",6,"1: I confirm","1: I will take it seriously","1: A little squid swam from the left to the right.","irreversible","right","trigger_second","The left male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",1,"The right male swam to the female first.","2024-01-10 07:51:22",60,"1: male","NONE ","correct","correct","correct","correct"
"YS85Lnwcf8NP",15,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","maintainer_first","The right male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",0,"The right male swam to the female first.","2024-01-10 07:52:59",33,"1: male","No errors","correct","correct","correct","correct"
"igColdUcIpw4",6,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","trigger_second","The left male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The right male swam to the female first.","2024-01-10 08:03:33",32,"2: female","No errors whatsoever, happy to participate.","correct","correct","correct","correct"
"Ui0NYybnU4RI",12,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","maintainer_second","The right male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",5,"The left male swam to the female first.","2024-01-10 11:49:13",37,"1: male",NA,"correct","correct","correct","correct"
"Ggrm4xdWb5Sr",15,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","maintainer_first","The right male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",8,"The right male swam to the female first.","2024-01-10 11:49:13",30,"1: male","Nothing wrong","correct","correct","correct","correct"
"po1TQiNGjpXZ",10,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","trigger_second","The right male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",3,"The left male swam to the female first.","2024-01-10 11:49:14",38,"1: male","na","correct","correct","correct","correct"
"vktBvNXZvHnh",11,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","left","maintainer_first","The left male kept the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",3,"The left male swam to the female first.","2024-01-10 11:49:16",38,"1: male","I experienced no issues during the study.","correct","correct","correct","correct"
"WUPhT33OSjVw",1,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","trigger_first","The left male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The left male swam to the female first.","2024-01-10 11:49:17",32,"1: male","na","correct","correct","correct","correct"
"DofLiEbni4Yc",3,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","left","maintainer_first","The left male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",8,"The left male swam to the female first.","2024-01-10 11:49:20",30,"2: female",NA,"correct","correct","correct","correct"
"x52aPiDm2ggm",6,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","trigger_second","The left male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",2,"The right male swam to the female first.","2024-01-10 11:49:20",42,"1: male",NA,"correct","correct","correct","correct"
"dUs7ZasBP79t",7,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","maintainer_first","The right male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The right male swam to the female first.","2024-01-10 11:49:21",44,"2: female","No promlems.","correct","correct","correct","correct"
"efN1RBo7FwEi",13,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","reversible","right","trigger_first","The right male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",7,"The right male swam to the female first.","2024-01-10 11:49:23",48,"2: female",NA,"correct","correct","correct","correct"
"YiURMui9vE5b",9,"1: I confirm","1: I will take it seriously","1: A little squid swam from the left to the right.","reversible","left","trigger_first","The left male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",10,"The left male swam to the female first.","2024-01-10 11:49:24",43,"2: female",NA,"correct","correct","correct","correct"
"sHFFB7Yrxad7",5,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","trigger_first","The right male turned the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",10,"The right male swam to the female first.","2024-01-10 11:49:30",42,"1: male",NA,"correct","correct","correct","correct"
"fDE93hk6OqRw",8,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","irreversible","right","maintainer_second","The left male kept the female purple.","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.",0,"The right male swam to the female first.","2024-01-10 11:49:42",24,"1: male",NA,"correct","correct","correct","correct"
"XJKMg2ya1q1M",14,"1: I confirm","1: I will take it seriously","1: A little squid swam from the left to the right.","reversible","right","trigger_second","The left male turned the female purple.","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, she turned back to her natural brown.",0,"The right male swam to the female first.","2024-01-10 11:49:46",47,"1: male",NA,"correct","correct","correct","correct"
